name,Class,CT,nH_LAB,var_inter,var_intra,nobs,ncounts,fb,pl,pl_l,pl_u,log10Z_pl,mk,mk_l,mk_u,log10Z_mk,nH,nH_l,nH_u,bb,bb_l,bb_u,log10Z_bb
J085927.0-434528,CV,2.4518071908108108,21.805146022679445,,0.9999999472202746,1,6082.4601287333,1.5881331299648788e-12,1.633862940568946,1.58003966562337,1.689155238505446,-10.448968846960984,0.8932456479827465,0.8547768640304862,0.9358661585314778,0.0,22.415318206076144,22.40310524559837,22.42744030393288,0.07310089264246367,0.0652344612301663,0.08067033976652117,-50.309149756658655
J174237.6-283726,NS,5.11329437355159,21.97988282931202,0.704,0.931226072638446,2,102.375485842838,1.219339550660702e-13,0.6642950969066348,-0.2305241673811924,1.7087788071604049,-0.0017293617198120969,1.1721771231321214,0.8646965707108347,1.3866220828863942,0.0,23.39266430783028,23.311214308530882,23.474226733707223,0.49743530525372925,0.28771600041755846,0.7875617291371064,-0.012176494204123287
J033532.7-072741,AGN,2.304350114263687,20.62471946236217,,0.907445072815822,1,96.396306986997,1.1093356074614088e-13,2.209313571468239,1.98401253272742,2.4453082738287506,0.0,0.6050824199181497,0.4827011967749794,0.7761065013083525,-1.6465653508081237,19.994423667021778,19.29177512928747,20.724393332304533,-0.44408705765853446,-0.4851267588946433,-0.39965594515097047,-6.504257805299811
J103143.2+573252,AGN,30.824433394945263,19.81342191337204,,0.1501348269922,1,396.73850379986,1.07009269752431e-13,1.858175602945637,1.7068246366856719,2.0182262303066048,-0.27693824161003106,0.8618860991805904,0.7414327395421889,1.0304071262587993,0.0,21.10462188199103,20.829505899655302,21.287062192709957,-0.15747241917882837,-0.1744124476210382,-0.13901204411677387,-7.932578414852129
J184316.0-322414,NS,2.75315029836545,20.908651012797137,0.583,0.78504481377763,2,447.816936223801,8.482236585652839e-14,1.8486942186177175,1.6801560355787934,2.034635626528001,-0.8254387265841351,0.8150490822369286,0.6964707594744957,0.976397420341577,0.0,21.962089047863365,21.89364145845108,22.032695851451205,-0.028533693921702016,-0.05181663004538711,-0.007027677335089688,-6.174749433509741
J125740.2+273118,AGN,56.03920523929851,19.906189102839125,,0.96386955388487,1,313.17864973855,7.308439916427599e-14,1.957276979028526,1.8430198130535107,2.09805499660286,0.0,0.5971906613503537,0.5255592749620412,0.6877345140440064,-0.15952324478077715,20.21487727338514,19.42708222234745,20.89973732934126,-0.23042572515974105,-0.2504840701224777,-0.2102260124140632,-13.467028992575754
J143542.6+333404,AGN,427.5642472373269,19.96544478732667,0.141,0.82777243639557,1,117.43834430083,7.21221709043628e-14,2.0680761948522504,1.863413525783005,2.296803676827686,-0.118107716833146,0.5437697251766074,0.43427955540335533,0.6687675476862749,0.0,19.75983893522577,19.245176239277377,20.3822951079916,-0.3287411521984937,-0.36731594257084943,-0.2924271255108728,-4.167220158534847
J063554.8-800814,AGN,31.02719315098249,21.041128718331297,,0.52233435119856,1,185.97353857829,7.032713957462657e-14,1.6866442306906055,1.343955347610815,2.02459745251518,-1.5939659723317552,1.0293063748997286,0.7732587216663667,1.2914448564926715,-0.593853428140076,20.1134111063562,19.393422915886237,21.01238683505836,-0.041602509958283296,-0.070855055349206,-0.0097716786708113,0.0
J085926.8-434933,AGN,2.174128997079064,21.80978831302247,,1.0,1,247.77010750137,6.912699319512407e-14,1.917401336511772,1.5861447431429532,2.2515789929183736,-0.7197321767269391,0.8018331085365817,0.6115317480143785,1.1126003681250562,0.0,22.560830292675977,22.48137304031638,22.63559878618525,0.0799042208015992,0.038531490537471846,0.1251225721783804,-1.8205373512936538
J150237.4+015813,AGN,73.87914109960245,20.62781698858218,,0.19944445040547,1,68.845073437076,6.906456100309275e-14,1.6448036122795893,1.4033016321918204,1.9386186057116888,-0.5844178201243119,0.9623093001837619,0.6984444662070004,1.27604166933157,0.0,19.954119744067164,19.3122806796934,20.605689298728954,-0.213324214745966,-0.2533200083758316,-0.16776749939475605,-6.013514883539015
J103202.9+573208,AGN,7.280492321021126,19.807170190289,,0.3575911368172599,1,231.85933421135,6.69291418092279e-14,1.588319271358725,1.4630697755999504,1.7166031507332065,-0.42302236368710583,0.9808635910243859,0.7950646365015248,1.2036574885423708,0.0,19.79567876363963,19.241773881323656,20.40031002544768,-0.16613409515481825,-0.19056766694361688,-0.14112662591660197,-15.725111153311387
J143513.2+333118,AGN,8.646923789163852,19.96417707475067,1.0,0.57650630327803,1,108.89986460595,5.1411529056453254e-14,2.6108382966334758,2.161953690933155,3.1029941368376788,-0.44736315717128394,0.5603020537808177,0.4458640779263082,0.7024763421870346,-0.15206454547972012,19.95021395551551,19.26399877662869,20.704940743030566,-0.2879010869948111,-0.32257640386844066,-0.2539202135070586,0.0
J063719.7-801230,AGN,10.42811715694942,21.04502378948568,,0.962033156405288,1,115.03594975388,5.0174162895496e-14,2.0711622510384986,1.5777874908948997,2.549672647980344,-0.32194103448844913,0.8781366082705895,0.5973539305153635,1.240952813194688,0.0,22.44335979892661,22.338120695861576,22.54048374193336,0.04683645789575274,-0.01756664178441758,0.11925610255193586,-1.1650277513648417
J073733.4+653307,AGN,2.29504803263252,20.646750683064173,0.976,0.65795743205166,3,1038.63943388943,4.787621595364318e-14,1.9511412269813488,1.8431602943572256,2.0652248936452224,-0.7718030478785424,0.6865769543865411,0.6337642812523248,0.7429616622211187,0.0,19.869950694898534,19.286155970289116,20.39998428784472,-0.27006279807976363,-0.2826460761231217,-0.2584036269512553,-38.44156191258298
J184337.6-322514,AGN,4.84802826864727,20.906289941376183,0.813,0.952610761361432,1,239.08199789428,4.408405935696017e-14,1.3572572190164505,1.2119131943650796,1.5392922511816192,-1.065946107341437,1.201822528852751,1.0139952651059048,1.3865312220484671,0.0,20.23514313850288,19.43537480732372,20.978707928445864,-0.13884011056346157,-0.17158859709687002,-0.10637257074264188,-4.004234232607542
J125730.0+272612,AGN,5.530042843135754,19.900710639291276,1.0,0.88133468963206,2,521.447044525813,3.5573597396933265e-14,1.6786784096451484,1.5802964621611473,1.7947759446707554,-0.35254406370730557,0.8165409271786281,0.7291871329519406,0.9280522642943358,0.0,19.75129087577132,19.228703243273888,20.35635288940594,-0.20070905607610176,-0.22012422334603696,-0.1801391881667311,-17.603378767682972
J111633.3+181420,AGN,22.74873618640337,20.15058485263025,,0.63997129421679,1,101.89549144433,3.5176928047611314e-14,1.6195946686053315,1.3558454219482217,2.0056905485263488,-1.009442194199816,0.8557635200993606,0.6355172572516798,1.1863394731374206,0.0,20.457784926729264,19.51646477258377,21.180377921304576,-0.21304289656444156,-0.2600919674854873,-0.16816370776549094,-2.255897936592407
J063912.8-801314,AGN,3.683247450300436,21.04843306953875,,0.1284018609489899,1,153.43644799845,3.3725723299426355e-14,1.884544561361432,1.5591378809166787,2.200238007636089,-1.1124566764461286,0.8135687541904851,0.6176343122764336,1.1033133166932272,0.0,21.284894026412974,20.84931836560472,21.49993453354864,-0.16985882040443467,-0.1994648614320158,-0.14042821227134672,-1.548664918649813
J063623.7-801259,AGN,17.864310078648646,21.043030839494993,,0.50863652894035,1,125.74532657475,3.2319694534882864e-14,2.4462130445532138,2.103463875680436,2.809080235307028,0.0,0.5804796933211696,0.49714560174413136,0.7005517245618361,-0.2763451178543724,21.55071514205397,21.04285990636423,21.776098882328032,-0.243573258783234,-0.2743691758613922,-0.21193358427867223,-3.6331088137154697
J064013.0-801724,AGN,3.577804298654747,21.050134931283328,,0.983399949513113,1,108.5942978535,3.215228122184523e-14,2.0442330110978655,1.6085289575430464,2.5390134920953047,-0.5883158224367925,0.816765232246224,0.511997290263815,1.1812949191215059,0.0,21.86109379382263,21.660650742315617,22.061384831320872,-0.08910973781587139,-0.13952705354947856,-0.039508011281513565,-0.42510660234978453
J143550.3+333338,AGN,115.58425828568838,19.964949424845567,0.166,0.4941997105253199,1,51.868777535338,3.2002219338197084e-14,2.0979865409046266,1.7304243759167273,2.639529781451561,-0.5653591212356995,0.5835144312631256,0.40058936931431194,0.9078886493408045,0.0,20.043571205041804,19.350486168343448,20.825005789610493,-0.3372302825691569,-0.41567648513154554,-0.26796903548975853,-1.3164539355696216
J110823.6+091239,AGN,97.74390730257696,20.351005248444842,,0.16022587407273,1,70.057018573196,3.0104340874561795e-14,2.0340143225396563,1.7489356448486104,2.3824124911843287,-0.26690802294460714,0.6094914037364185,0.4262452575512348,0.9060176507884755,0.0,19.813664038655148,19.25940523045917,20.48804269712185,-0.4316705911000791,-0.5124750669906857,-0.35187869242293934,-2.999108709039038
J103302.5+572833,AGN,10.399800756575363,19.78614437243055,0.347,0.9875516246552,3,362.29948520287,2.8804650245571033e-14,2.2219459977840126,1.9866479478562027,2.45913190286889,0.0,0.717146577289564,0.6059562776663276,0.8623487958662792,-0.13288812537644587,21.537196774843395,21.349300982684383,21.67043092603688,-0.24848696101999224,-0.2712058324953566,-0.22463992328539997,-0.8205645992162979
J103224.8+573153,AGN,53.07881346918325,19.800864627624048,0.843,0.45667533234956,2,176.884652855584,2.8286528423618012e-14,1.3521289734038744,1.1644938808357148,1.6114433078196608,-0.7072755365367753,1.193697318947164,0.9378870283095331,1.3936778145245738,0.0,21.05561578366552,20.10047230087143,21.3763581475437,-0.10781162204979244,-0.13681541177787127,-0.0768267326873997,-3.2660597869776122
J103225.1+572814,AGN,5.444532040447107,19.796054864736977,,0.47443999399235,1,108.54869521584,2.7549461756059118e-14,2.4891709140875866,1.9056384888432043,3.142864363231088,-0.3820158418372324,0.7198267112477905,0.5252793930037998,0.9986984089866746,0.0,20.72538238913721,19.608870739836412,21.391165760348336,-0.2555603841317198,-0.30585153042233504,-0.20801133388399703,-1.1529021936313977
J103142.0+573015,AGN,32.884816785118666,19.810591168905624,,0.29353790618027,1,92.287700009871,2.7346551018122016e-14,1.703889641028371,1.4801524347737691,1.9258102273520112,-0.7482865749714712,0.9205657114219185,0.7024369205806577,1.1846684675725243,0.0,19.88754315792955,19.312819930319176,20.635078665126485,-0.20114547415795503,-0.238397316367732,-0.16058533317981638,-3.2070616594906443
J161945.8-504222,NS,2.8657678844031147,22.285336942149183,,0.29805958669805,1,66.687686603408,2.645709645523857e-14,2.6385798543300014,1.1970946557812707,4.859765405320887,-0.10870191838400306,1.0279581377892373,0.49878818234314126,1.342852134746645,-0.25972594524202824,22.66965969975509,22.208159776074304,23.003773796971455,0.1428815462045614,-0.00010676295640399402,0.3180884877789816,0.0
J125751.0+273231,AGN,12.047126262372355,19.90726640444548,,0.00500684072693,1,105.91796535686,2.6299781933162567e-14,2.113827816209556,1.809555292716308,2.538219372462999,-0.7543676952822879,0.5907803445132667,0.4792788425138605,0.758368419095265,0.0,20.15391765332968,19.3927179974937,20.91300949167532,-0.2728812655281714,-0.31133967004153734,-0.2366915365160338,-1.4043311131212626
J125734.0+272730,AGN,68.49357678943672,19.902040257775774,1.0,0.72983792776486,2,224.649136061589,2.5200893932904145e-14,1.5255952616534607,1.3908529585807257,1.6733437780674352,-0.6265518919077983,1.13392987988448,0.9424919122664096,1.338534254939579,0.0,19.77042446443596,19.23736300775631,20.36712130643024,-0.12387851113418956,-0.15252979260956315,-0.09542354211480883,-8.450225705946108
J125745.0+273210,AGN,26.067573096417743,19.906972454245402,,0.30964104938431,1,83.35907438909,2.3598387721680663e-14,2.0973150699080474,1.7690354215768602,2.500132712334309,-0.6716009217079503,0.6227796520690847,0.4713781418523032,0.834348571958768,0.0,20.30312347850448,19.366989786305105,21.06272873039652,-0.23775628997098683,-0.2781051370783263,-0.19601413297644,-1.5001281153511443
J151100.5+054912,AGN,54.664806036828494,20.5060379449892,0.377,0.77113220111338,1,180.73473271628,2.24254501869836e-14,1.5736163478223824,1.332792097057098,1.8325679885099653,-0.9162922723691945,1.0564319092841399,0.8473529953646444,1.306947695900222,0.0,20.81229593465264,19.873982101922927,21.19863824810551,-0.13312784383178333,-0.1632195629354931,-0.103135441013605,-6.007136194497523
J103145.7+573401,AGN,101.76517927871689,19.81411527947328,,0.4155659594340499,1,70.416415064211,2.2372373340676195e-14,1.0931735732704864,0.8635420232588613,1.3434358188324456,-0.1861616952447786,1.2574371283839092,1.0137506930754931,1.4130859001077796,0.0,21.208248534498427,20.215980087386274,21.533977174095245,-0.034841158385535476,-0.08243963830790822,0.012475363234266013,-0.3789889776944182
J103143.3+573157,AGN,317.4097579645326,19.812293951725852,,0.05577361710671,1,92.342830939742,2.231126344280357e-14,2.276242691145357,2.0512358470481318,2.514770050722402,0.0,0.5592487412088265,0.43792780194138897,0.7051450918092571,-1.8464027819165734,19.883415132577962,19.27196505170461,20.60863188781242,-0.37748100166613097,-0.4331055729009292,-0.3256886801975907,-7.7536077762146425
J044308.1+361310,AGN,39.08604299138516,21.501137223266717,,0.00843689743745,1,66.672630412501,1.8904022038192696e-14,1.8762258904130713,1.2989466397197271,2.5192234824069244,-0.49806235969405227,0.9923299886435952,0.6266220014691272,1.3107341573378366,0.0,21.494500001513423,20.853708841632027,21.785087516747623,-0.1270853145367572,-0.1887382956608028,-0.07382928708113479,-0.7419112306751952
J181908.5-204037,NS,2.0548987382920108,21.676748041193214,,0.68299618659658,1,58.688775550024,1.870883734484684e-14,2.487084396419844,1.3844986641435897,3.8590580667773327,-0.22764311066474985,0.8596601291376378,0.4649837211079378,1.2874399460239963,0.0,22.81126328451132,22.66420990001504,22.96970312840788,0.08381175460834321,-0.03329621391936044,0.2629343815219456,-0.1482641490037012
J063640.9-801126,AGN,26.21207005207055,21.043420196880643,,0.25234573926781,1,52.900398698634,1.833553025934089e-14,1.2649257547009585,0.9965226431927657,1.5743307365442127,-0.6583933173673034,1.2072642252545331,0.9546866983507466,1.390180879783821,0.0,20.365436894910683,19.412674552136952,21.21761545086414,-0.05986943701798886,-0.11413857961645028,-0.0019866102840455646,-1.645025277283261
J151104.1+055136,AGN,60.94665799551436,20.5027849088418,0.387,0.50618320530106,1,160.86739932379,1.823655579447924e-14,2.047073102317958,1.8900788210049135,2.213142663271935,0.0,0.6926940726693496,0.5623863584245283,0.83978459497388,-1.943480447850483,19.82686865348464,19.240682482892424,20.408472633354375,-0.4103723802461929,-0.46784657936208607,-0.339315104070544,-11.972222712888279
J063905.7-801957,AGN,31.869136734457005,21.04878690845778,,0.39656788154807,1,60.399725904615,1.6219757939509015e-14,1.8604938051032684,1.229522198652246,2.594296205192405,-0.5994505383335093,0.9036661527194478,0.5650312490771654,1.281236773699093,0.0,21.716163992232584,21.357490275986237,21.953408850262544,-0.11783727836355597,-0.18599767308153847,-0.048323464298990704,-0.8774501363878929
J125746.6+273137,AGN,19.13426703365284,19.906264658072825,,0.944897248893365,1,50.763073461498,1.5486406981567702e-14,1.8162036847032776,1.5338408267817476,2.090916021987508,-0.4187611876053025,0.8953951831841389,0.6485509051248186,1.2287320614197124,0.0,19.866038168775287,19.27239321682032,20.587145914844783,-0.20121506556410737,-0.2540849945732395,-0.14851358002963175,-1.975784208097571
J180434.9-300112,AGN,3.0677352629847663,21.44526693890832,,0.07326431566182,1,78.248491123308,1.3854299678119483e-14,1.5603944349198704,1.1306624055590007,1.9962059553540292,-0.6513588023664936,0.9932998673917848,0.6767158728762892,1.3166616279932777,0.0,21.814250859575292,21.635532128377996,21.982424689976636,-0.03041748935886046,-0.07831333895683867,0.025011535080853964,-0.5682665653944836
J104717.9-601042,LMXB,2.636132397765796,22.110700990403583,,0.9999999999999492,1,99.642989057663,1.361641280214871e-14,2.750825937926243,2.3015934599090633,3.2394475282423447,-0.8951787125303139,0.39323395465426625,0.2729654407074076,0.5318756416337627,0.0,21.134196480490523,20.020299442587586,21.571914141530993,-0.28947195721653873,-0.3361114931402023,-0.24560970782888347,-2.0476063310363113
J151100.4+054921,AGN,3.911410765791965,20.505843369039514,1.0,0.913085992498717,2,347.097393630868,1.089800585355598e-14,2.6497574044763352,2.5190900116988857,2.801410027852511,0.0,0.3401533045451919,0.29953272008031706,0.38013433602413216,-9.060044101918413,20.106922635967862,19.367283312842527,20.735777629359895,-0.5300791742923283,-0.5537056993215113,-0.5070003778811327,-16.30477761986579
J085928.4-434628,NS,2.893634886799201,21.806157839772403,,0.31144670278582,1,63.856723808379,1.0694787338925168e-14,3.2921108879938217,2.585026015137932,4.149731009146333,-0.36427854786674213,0.29483948486033906,0.1383435252680738,0.5180372447793705,0.0,22.350536873683897,22.1737421922377,22.49759768198185,-0.16157454963089712,-0.24569345720190272,-0.07645568690549565,-0.13582206732263963
J184332.8-322122,AGN,2.564143019838974,20.90768243374454,0.548,0.930766272749969,1,76.899011726788,1.0281381731527058e-14,1.5946799725494312,1.3302508430843387,2.0287304531467214,-0.7595552826808204,1.0578263358009024,0.7713491749488813,1.3270869270127403,0.0,20.46029473732798,19.394914207910183,21.296003685358983,-0.15433197260923937,-0.1996354117263817,-0.10570017250989716,-2.1191730902903774
J151051.3+054937,AGN,41.41303982682129,20.505478255765794,0.904,0.980559504976061,1,94.701051385201,8.433205384682925e-15,1.789100059613105,1.5682493437935303,2.032994692519631,-0.7028572496098586,0.7433459133533991,0.5734036693417112,1.017315057582387,0.0,19.932335654108925,19.305187185527647,20.661831973868583,-0.2302459131594188,-0.28801766423372044,-0.1746675248104803,-3.7794482148329887
J124235.1+323340,AGN,24.799075000853914,20.106477616018868,,0.54707812985427,1,58.365224468572,8.121738723130917e-15,1.777869923985314,1.358854491052468,2.4246374105572857,-0.9265435489310222,0.847448531464366,0.47762388493574254,1.2451375888372298,0.0,20.891425751365936,19.685586508577757,21.50600170293401,-0.19334697996190495,-0.2621487611629571,-0.13438911493795258,-1.5198686735014293
